,name,description,cluster
4070,Агроном по защите растений,"Организация, контроль и проведение мероприятий связанных с посадкой, уходом и защитой декоративных культур. 

Ведение отчетности, обследования, составление планов работ. Изучение новых технологий и прогрессивных способов защиты и возделывания декоративных культур с целью увеличения качества и рентабельности производства, проведение опытов и исследований в данном направлении.",95
3835,Агроном по питанию и защите растений,"Организация работы службы защиты растений и растворённого узла. Контроль за приготовлением питательных растворов, корректировка норм и стратегии полива. Проведение обработке растений химическими и биологическими препаратами, организация системы мониторинга, работа с биоагентами.",95
3833,Агроном по защите растений,"Работа по организации системы защиты растений, в теплицах в севообороте 16 га теплиц, в том числе салатная линия и светокультура, цветы. Обеззараживание грунта и теплиц паром и химическим методом, защита растений биологическим методом с применением биопрепаратов и энтомофагов и мн. др.",95
2501,Агроном по питанию растений в сооружениях защищенного грунта,"- контроль за состоянием растений в области питания, разработка стратегий полива;

- контроль за хранением и использованием удобрений;

- подготовка теплиц к новому культурообороту;

- испытание новых приборов, технологий, оборудования;

- выполнение обязанностей начальника участка на время его отсутствия.

Хорошо знаю устройство и умею работать с оборудованием как отечественного так и импортного производства( поливные установки, дезинфектор, водоподготовка, салатная линия и пр.), обладаю навыками по ремонту и обслуживанию системы капельного полива, СИОД. 

Есть знание, опыт по способам, и использованию различных препаратов в сооружениях защищенного грунта.",95
3097,Агроном по защите растений,Работа в полях. Работа с документами.,95
2802,Агроном защиты растений,"занимался защитой с\х растений , борьба с болезнями, вредителями и сорняками зерновых, технических и масляничных культур. В результате моей деятельности повышалась урожайность до 40-45 центнеров с гектара зерновых культур.",95
3886,Главный агроном по защите растений,На частной основе занимаюсь консультацией по вопросам защиты растений на дачных участках. Диагностика вредителей и болезней плодовых и декоративных культур. Обработки растений химическими и биологическими препаратами от вредных объектов. Разработка системы защиты с использованием биологических и химических препаратов. Поиск клиентов.,95
947,Техник кафедры химии и защиты растений,"В обязанности входило: поддержание в технически-исправном состоянии мультимедийной техники, работа в ПК (печать текстов, работа с документацией); поддержание порядка в аудиториях для занятий; приготовление материалов для практических занятий студентов (гербарные образцы, лабораторная посуда, приборы, в т.ч. цифровой микроскоп).",95
944,Агроном по защите растений,"1. Соблюдение правил охраны труда и техники безопасности при работе с ядохимикатами и другими средствами обработки растений.
2. Слежение за обеспечением средств защиты работников при работе с ядохимикатами.
3. Проведение научных исследований в области защиты растений.
4. Обеспечение разработки и внедрения технологий по борьбе с вредителями, болезнями растений, сорняками и грызунами.
5. Организация взятия почвенных проб для учета вредителей и болезней.
6. Организация приготовления смесей и растворов химических средств защиты растений и биопрепаратов, отравленных приманок.
7. Руководство работами по опрыскиванию химическими и биологическими средствами защиты растений посевов сельскохозяйственных культур и многолетних насаждений.
8. Организация дезинсекции и дезинфекции складов и хранилищ аэрозольными генераторами и тракторными опрыскивателями.
9. Подготовка установленной отчетности.
10. Ответственность и соблюдение условий хранения пестицидов, отслеживание поступления на склад и расход препаратов, контроль за возвратом пустой тары.",95
3112,Агроном по защите растений,"Управление персоналом,разработка технологических карт,организация труда. Ведение всей отчетности на хозяйству,Подбор эффективных СЗР  по борьбе с болезнями, вредителями и сорняками",95
3164,гл.специалист по технологиям питания и защиты растений,"Формирование плана, исполнение и контроль за качеством по использованию минеральных удобрений и средств защиты растений в полевых севооборотах с картофелем, зерновыми, рапсом, соей и кукурузой.",95
3551,Агроном по защите растений,"своевременное внесение минеральных удобрений и препаратов по защите растений от вредителей и болезней.

ведение отчетности. контроль температуры почвы и т.д.",95
564,Озеленитель(защита растений),"Выявление заболеваний и вредителей растений, учет распространения, обработка пестицидами.",95
1884,Ветеринарный врач фермы; Старший ветеринарный врач подразделения.,"Планирование, организация, контроль и проведение противоэпизоотических мероприятий на закреплённых объектах (6 ферм) с общим поголовьем 30000 КРС мясного направления. Профилактика, выявление  и лечение больных животных. Проведение патологоанатомического вскрытия павших животных с определением причин падежа. Определение сроков стельности при помощи УЗ-сканера. Освоил навыки искусственного осеменения КРС ректо-цервикальным методом. Разработка схем лечения и вакцинации животных. Разработка СОПов в области ветеринарии. Проведение аттестации ветеринарных специалистов компании. Имеется опыт отбора и сопровождение бычков для откорма из зарубежных стран (США, Австралия). ",96
2753,Ветеринарный врач службы ветеринарно-санитарного контроля,"-Осуществление ветеринарного надзора за поступлением на предприятие мясосырья и вспомогательных подконтрольных материалов, включая проверку правильности оформления ветеринарных документов.
-Оценка качества входящего сырья, вспомогательных материалов.
-Ветеринарно-санитарный контроль производства мясной продукции на всех этапах технологического цикла.
-Контроль качества готовой продукции.
-Проведение мероприятий по дезинфекции, дезинсекции, дератизации.
-Ведение отчетности.
-Работа во ФГИС ""Меркурий"", 1С.",96
1508,"ветеринарный врач, главный ветеринарный врач (6 мес)","Поголовье молочного КРС (1500 дойных коров, 1500 молодняка), за период работы улучшены показатели сохранности поголовья с 94% до 98,5%, стельность по стаду с 32% до 55%, сохранность молодняка улучшена на 55%.

Должностные обязанности:

1. Организация и контроль ветеринарной работы на всех подразделениях

2. Разработка и внедрение ветеринарной учетной и отчетной документации

3. Разработка и контроль исполнения схем лечения и профилактики заболеваний, противоэпизоотических мероприятий

4. Проведение УЗИ диагностики стельности и гинекологических заболеваний, разработка схем и проведение гормональной стимуляции

5. Проведение обрезки и расчистки копыт, профилактика заболеваний конечностей

6. Взаимодействие с органами государственной ветеринарной службы (разработка плана противоэпизоотических мероприятий, предоставление в установленные сроки отчетной документации)

7. Разработка должностных инструкций и другой нормативной документации по ветеринарной службе

8. Контроль санитарного состояния предприятия

9. Контроль качества молочной продукции

10. Организация закупок медикаментов

11. Планирование и бюджетирование ветеринарной деятельности",96
265,Главный ветеринарно-санитарный врач,"Организация ветеринарно-санитарной экспертизы, организация санитарной обработки предприятия, взаимодействие с государственными контролирующими органами по вопросам соблюдения ветеринарных и санитарных правил, организация и контроль за проведением работ по дезинфекции, дезинсекции и дератизации, участие в рабочей группе ХАССП",96
2141,"Руководитель ветеринарного отдела, Ветеринарный врач","Создание с ""0"" и руководство ветеринарным отделом компании. Контроль лицензионной деятельности. Ведение переговоров с поставщиками, формирование портфеля, заключение контрактов, подготовка склада, наем сотрудников, формирование заказов, логистика, ценообразование, планирование показателей оптовой работы, формирование АКБ, обеспечение роста объемов продаж, получение контрактов от ведущих поставщиков в сегменте Ветеринарные препараты.",96
3617,Главный ветеринарный врач - государственный ветеринарный инспектор,"Составление планов пэм, составление отчетных документов, лечение с/х животных, лечение служебных собак, проверка и контроль за складами с продовольствием. ",96
3615,"Начальник исследовательской лаборатории, главный ветеринарный врач бактериолог, врач серолог","Руководство ветеринарной лабораторией. Бактериологические исследования патологического материала, смывов с объектов внешней среды.  Ветеринарная санитарная экспертиза молока, мяса, рыбы. Паразитарные исследования пчел, подмора, расплода. Серологические исследования на бруцеллез РСК, РА, РИД, лейкоз методом РИД.",96
3953,"Ветеринарный врач фермы №1, Ветеринарный врач-гинеколог","-Планирование комплекса ветеринарно-профилактических мероприятий;

-Организация и исполнение плана ветеринарно-профилактических мероприятий;

-Анализ эффективности ветеринарно-профилактических мероприятий;

-Использование ветеринарного законодательства для достижения наивысших показателей в производстве всех видов продукции;

-Ведение первичной учетной и отчетной документации;

-Контроль за исполнением технологических требований, принятых в отрасли КРС;

-Проведение манипуляций по взятию биоматериала для лабораторных исследований, по проведению ректальных исследований на стельность и различные виды патологии репродуктивной системы, по вакцинации и лечению заболевших животных, дезинфекции, дезинсекции и дератизации",96
825,"Ветеринарный врач,Гл Ветеринарный врач,Гл Зоотехник,зам Управляющего.","Сохранность,профилактика,вскрытие павшей птицы и животных , постановка диагноза , лечение, гинекология,кормление,микроклимат .Общее руководство коллективом,отчетность.",96
1726,Начальник отдела ветеринарно-санитарной экспертизы,Начальник отдела ветеринарно-санитарной экспертизы,96
3660,Ветеринарный врач отдела ветеринарно-санитарной безопасности,Ветеринарно-санитарная экспертиза мясной продукции,96
1434,"Ветеринарный врач племенной фермы КРС, ветеринарный врач дезинфекционнгого отряда","Составление противоэпизоотических планов и планов по профилактике и лечению основных заболеваний КРС (противомаститные схемы, профилактика и лечение эндометритов, регуляция полового цикла у коров и телок), лечение больных животных, ректальное исследование на стельность и патологии полового аппарата, проведение подготовительных работ по дезинфекции, дезинсекции и дератизации птичников и других объектов ветеринарного надзора.",96
2105,"Ветеринарный врач,Главный ветеринарный врач","Организация и проведение лечебно- профилактических мероприятий.организация работы ветеринарного персонала. Лечебная и профилактическая работа, составление планов и отчетов противоэпизоотических мероприятий.  ведение документации о обороте лекарственных средств.",96
4232,"ветеринарный врач свинотоварной фермы, 11.03.2011 г. назначен старшим ветеринарным врачем",Контроль качества и выполнения противоэпизоотических мероприятий. Организация и контроль проведения ветеринарных мероприятий. Контроль качество производства молока.,96
4231,Начальник отдела Ветеринарно-санитарной экспертизы,"Входной и выходной контроль качества мяса на [организация, предприятие]. Контроль за соблюдением ветеринарно-санитарных правил на всех этапах переработки, хранения, транспортировки мяса. Проведение ветеринарно-санитарной экспертизы туш.  Выдача заключения о безопасности мяса. Клеймение мяса. Контроль соблюдения санитарных норм и ведения санитарной документации.  Управление подчиненным ему персоналом. Выдача ветеринарно-сопроводительных документов.",96
3481,Старший ветеринарно-санитарный врач,"Организация проведения мероприятий по санобработке, дезинфекции, дезинфекции, дератизации территории предприятия, производственных помещений, технологического оборудования, инвентаря, транспортной тары, автотранспорта. Предоставление отчётности в установленные сроки о ходе выполнения запланированных мероприятий и текущем состоянии дел. Организация проведения предубойного осмотра птицы, всэ продуктов убоя........",96
2106,"Ветеринарный врач,Главный ветеринарный врач","Организация и проведение лечебно- профилактических мероприятий.организация работы ветеринарного персонала. Лечебная и профилактическая работа, составление планов и отчетов противоэпизоотических мероприятий.",96
3326,старший научный сотрудник,"1.07.2003г. Принят на работу в должности младшего научного сотрудника.

1.01.2004г. Переведен на должность научного сотрудника.

1.01.2008г. Старший научный сотрудник.

Подготовка и проведение экспедиционных исследований (оценка экологического состояния черноморского побережья 2006-2008 г.г., состояние степных рек 2004-2005 г.г.).

Инструментальный анализ компонентов природной среды (агрохимические показатели, загрязненность токсикантами).

Обработка и анализ данных о состоянии окружающей среды.

Научная деятельность в области плодородия почв и экологии.

С 1.08.2003г. Принят в гараж КГАУ водителем по совместительству (проведение командировок, тех. обслуживание, ремонт (ГАЗель, УАЗ).",97
2216,Научный сотрудник,"Проведение консультаций по эффективному повышению производства молока, обучение и повышение квалификации сотрудников, проведение семинаров, написание статей, проведение научно-исследовательских работ.",97
2198,Старший научный сотрудник,"выполнение планов научно-исследовательской работы по селекции гибридов белокочанной капусты, руководство исследовательской группой.",97
3420,Младший научный сотрудник,"Ведение опытов по озимой пшенице, яровому ячменю, кукурузе, подсолнечнику.",97
845,"Аспирант, биологические науки","Написана и защищена научно-квалификаионная работа, пройдена предзащита в диссертационном совете. В обязанности входило проведение экспериментов по диагностике (ЭхоКГ, рентген, ЭКГ, БАК) и лечению сердечной недостаточности (классическая схема лечения и экспериментальные ЛС) у мелких домашних животных с последующей публикацией научных работ в отечественных и зарубежных научных изданиях, работа с документацией, педагогическая деятельность, уход за лабораторными животными и их лечение в случае болезни",97
3902,Старший научный сотрудник,"Участие в разработке технологии семеноводства стерильных линий, организация исследований по сортам и гибридам сорго и по организации семеноводства сорго в хозяйствах объединения.

Автор 4 сортов и гибридов сорго.",97
2199,Старший научный сотрудник,"выполнение планов научной и производственной деятельности по селекции и семеноводству овощных  культур, работа по селекции и семеноводству гибридов капусты. Защита диссертации на соискание ученой степени кандидата сельскохозяйственных наук. Авторские свидетельства на гибриды капусты.",97
3449,Младший научный сотрудник,Виды деятельности: написание диссертации по теме: «Приемы формирования и возделывания смесей однолетних трав на зеленый корм в условия Южной лесостепи Западной Сибири».,97
2200,Научный сотрудник,"выполнение планов научной и производственной деятельности по селекции и семеноводству капустных культур ( посев, посадка, мероприятия по агротехнике, уборка, хранение капустных культур, селекционная работа, работа со семеноводству сортов и гибридов капусты)",97
1141,Старший научный консультант,Закладка демонстрационных опытов и дальнейшее сопровождение . Консультации хозяйств по применению препаратов,97
3900,Старший научный сотрудник,"Руководитель направления исследования по применению микробиологических сельскохозяйственных препаратов на посевах сорго.

Организация селекционного процесса сорго различных.

Участие в программе селекции зернового сорго на крупнозёрность.",97
3737,Лаборант химического анализа,работа с кислотами анализ на выявления содержания драгоценных металлов,97
189,Студент специалист ,"Производственная практика на территории колледжа .
-Выращивание школы сеянцев, прививка , обработка от вредителей.
-Уход за плодоносящим садом , обрезка, сбор урожая .
-Выращивание овощных и зеленных к-р., в открытом и защищённом грунте.
-Эксперименты с различными грунтами .",97
699,Научный сотрудник,Выполнение научной деятельности и контроль за семенными посевами с/х культур.,97
2639,Научный сотрудник,"- Проведение лабораторных работ по дисциплине «Конструкция тракторов и автомобилей»;

 - Определение конструктивных особенностей машин и оборудования;

- Оценка продвижения инновационных разработок от идеи до реализации.",97
421,"аспирант, Старший научный сотрудник","научно-исследовательская деятельность в области биологии воспроизводства с-х. животных (разработка методов и схем лечения бесплодия с-х животных).

Защита кандидатской диссертации (2006).",97
4245,научный сотрудник,"закладка и проведение полевых и вегетационных опытов, сбор и анализ первичной информации, а также матиматическая её обработка, проведение  химических анализов в аналитической  лаборатории, составление научных отчетов и публичный доклад на учёном совете, написание и публикация статей в рецензируемых и иных изданиях. ведение отдельной научной тематики в области химической защиты винограда",97
1404,Научный консультант,"Фонд «АГРАЛ»- (Содействие аграрному развитию Алтайского края)- (2004-2008 гг)- Научно-практические консультации в животноводстве (кормление КРС, расчет, составление и балансирование рационов для вех половозрастных групп животных с использованием биохимических показателей крови) Консультирование по доильному и молочному оборудованию различного производства. Рекомендации по применению различных кормовых добавок.

Подготовка дояра к Всеросийскому конкурсу по машинному доению коров. Результат золотая медаль в 2005 году в Вологде.",97
4182,Старший научный сотрудник,"Учет в овцеводстве и кролиководстве, организация производства, научные исследования",97
734,"Студент, научный работник","Разработка технологии производства комовой извести по сухому способу на предприятии ""КварцМелПром"" и защита дипломной работы по данной теме, проведение рентгенофазового, дифференциально-термического, микроскописеского анализов, химические методы анализа, работа с лабораторным оборудование.",97
2859,Лаборант химического анализа,Выполнения анализов согласно ППК.,97
1943,Младший научный сотрудник,проведение исследований и разработка технологий возделывания с/х культур,97
1405,Научный консультант,"ООО Продмолкорм –Н (2000- 2004 гг) расчет, составление и балансирование рационов для вех половозрастных групп животных с использованием биохимичесих показателей крови. Консультации по применению заменителей цельного молока, премиксов, стартеров, престартеров для молодняка. Консультирование по доильному и молочному оборудованию различного производства . Разработка и внедрение технологических карт для ведения молочного животноводства. Научно производственные испытания в Новосибирской, Омской, Кемеровской, Томской, Курской, Орловской, Белгородской областях  и Алтайском, Красноярском, Ставропольском и Краснодарском краях.",97
1406,Научный консультант,"ООО Агромикс  (1998-2000 гг)- кормление КРС, расчет, составление и балансирование рационов для вех половозрастных групп животных с использованием биохимических показателей крови, научно производственные испытания продуктов для кормления животных  заменителей цельного молока, витаминно -минеральных премиксов и других кормовых добавок.",97
238,"лаборант химического анализа, машинист насосных установок","-Снятие проб для анализов

-Мониторинг показаний манометров",97
4185,доцент,"Преподаватель Предметы: «Коневодство», «Производство продукции животноводства», «Разведение селекция и генетика сельскохозяйственных животных», «Кормление животных"".

Общественная работа:

Председатель научно-исследовательской работы студентов биологического факультета,  организатор зарубежных стажировок студентов ВГСХА

Научная работа в животноводстве

Опыт работы в мясном скотоводстве	



Публикации;

Более 60 научных статей,  15 учебных пособий



   Награды:

  Благодарственные письма за активную работу и многолетний и добросовестный труд  Ульяновской, Ижевской, Вятской  ГСХА,  Кировской   государственной Думы.",97
594,Младший научный сотрудник,"Младший научный сотрудник.Тема диссертации Профилактика и лечение парагриппа.
Проведение лабораторных исследований.Лабораторные животные кролики.морские свинки,мыши.",97
2334,Младший научный сотрудник,Массовое производство посадочного материала посредством клонального микроразмножения.,97
3009,Старший научный сотрудник,"Создание коллекции декоративных растений, редких для Оренбургской области. Изучение их в новых климатических условиях (зимостойкость, засухоустойчивость, размножение) и внедрение для городского и частного озеленения.",97
2110,Старший  научный сотрудник,"Выполнение научно-исследовательской работы по влиянию на обменные процессы кормов и кормовых добавок, сравнительный анализ,  зооанализ корма, написание и зачитывание статей, публикаций на конференциях. Изучение и восприятие передовых технологических систем в животноводстве.",97
2478,Старший научный сотрудник,"Организация и участие в полевых работах (посев, полив, сортопрополки, уборка), связанных с выращиванием сои.

Участие в селекционном процессе по выведению новых сортов сои:

- изучение исходного материала и подбор родительских пар для скрещивания;

-составление схемы гибридизации и непосредственное участие в процессе скрещивания растений сои;

-проведение наблюдений, оценок и отборов в гибридных и селекционном питомниках;

-сбор, обработка и анализ данных;

-написание отчета и статей о результатах проделанной работы.

Достижения: имею степень кандидата сельскохозяйственных наук; являюсь соавтором двух сортов сои, а также соавтором 19 научных трудов (статьи, тезисы).",97
4249,младший научный сотрудник,"закладка и проведение полевых и вегетационных опытов, сбор и анализ первичной информации, а также матиматическая её обработка, проведение  химических анализов в аналитической  лаборатории, составление научных отчетов и публичный доклад на учёном совете, написание и публикация статей в рецензируемых и иных изданиях.",97
2990,Слесарь по ремонту автомобилей,"Диагностика и ремонт автомобилей как отечественного,так и импортного производства",98
2960,Инженер по ремонту и эксплуатации тракторов и сельскохозяйственных агрегатов.,Ремонт и обслуживание тракторов и с\х агрегатов,98
258,слесарь -поремонту автомобилей,техническое обслуживание автобусов Лиаз на метане,98
3944,Механик по ремонту автомобилей,"Организация труда.автопарка, контроль за техническим состоянием подвижного состава. Ведение путевой документации, контроль за движением ГСМ и запасными частями",98
4149,Инженер,"Организация эксплуатации, технического обслуживания и ремонта транспортных средств и сель хоз машин, контроль технического состояния и выпуск на линию [обязанности контролёра по выпуску и диспетчера] , проведение инструктажа по технике безопасности, оформление путевых листов, снабжение запасными частями и ГСМ. При необходимости обязанности водителя и слесаря по ремонту. ",98
3784,Автомеханик-бригадир,"- Техническое обслуживание, ремонт автомобилей.;

- учет, хранение, ремонт специнструмента и оборудования, используемых в ремонтной зоне

- консультирование клиентов по ремонту и ценам от приема до выдачи авто, разрешение конфликтных ситуаций;

- контроль качества выполненных слесарями работ;

- поиск необходимой информации для ремонта автомобилей;

- активное участие в решении проблем в сфере оптимизации деятельности и внутреннего распорядка организации",98
525,Инженер по МТП,"Обеспечение бесперебойной работы всех систем кормления, поения, навозоудаления и.тд. Обеспечение исправного функционирования всех видов сельхоз.техники и специального оборудования. Составление годового плана расходов и далее месячные заявки на запчасти для оборудования.",98
3891,Механик по ремонту и эксплуатации автотранспорта,"Отслеживание состояния автотранспорта , ведение табелей , выдача путевых листов и сопутствующей документации",98
2637,Инженер по ремонту и эксплуатации МТП,"-Обеспечивать исправное состояние технического парка и соблюдение правил его эксплуатации. 

-Ведение технической документации по приему, хранению, сборке, комплектованию  техники. 

-Организовать работу по ТО и ремонту техники, принятие мер по соблюдению технологии ремонта и технического обслуживания.

-Участвовать в дефектовке закрепленной техники, проводить анализ, обработку и составлять заявки на запасные части. 

-Проводить тендеры и подготавливать договора с предприятиями-поставщиками на поставку запасных частей, контроль поставки.",98
3667,мастер-механик по обслуживанию авто и электро погрузчиков импортного производства,"составление и проведения графиков по Т.О.,а также их ремонт",98
